,comments,labels
10,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R,ประดิษฐ์ ตาดเรือง,,Muheydin Yassin Adam Alkenan,-- ::,,[],,,",N
11,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R,ประดิษฐ์ ตาดเรือง,,ประดิษฐ์ ตาดเรือง,-- ::,content.famm-.fna.fbcdn.net/v/t-/px/___n.png?_nc_cat=&ccb=-&_nc_sid=ac&efg=eyJpIjoidCJ&_nc_eui=AeFNGradWHiBzJKxcBcYLSPhZvwFxgtI-Fm_VPek_dZsKSqjnufBm-AyHVSXPspxROtObyT&_nc_ohc=y_HQNPEAX-_tUzL&_nc_zt=&_nc_ht=scontent.famm-.fna&oh=ecebbdbacfdbcf&oe=F,[],,,",N
12,",,acebook.com/,,acebook.com/cameron.cantrell.?fref=nf&rc=p&refid=&__tn__=R,Cameron Cantrell,,Anybody else having trouble with YouTube. It just keeps buffering.,-- ::,,[],,,[{'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R', 'commenter_name': 'Nicky Pre', 'commenter_meta': None, 'comment_text': Cameron Cantrell If you are having issues with your account, I'll advice you DM @rabo_unlock for help,he's tested and trusted 💯, 'comment_time': datetime.datetime(, , , , , ), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}, {'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/canna.jones?fref=nf&rc=p&__tn__=R', 'commenter_name': 'Canna Jones', 'commenter_meta': None, 'comment_text': Cameron Cantrell youtube sucks anyway- can't watch an entire video without it asking if your're watching..., 'comment_time': datetime.datetime(, , , , , ), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]",0
13,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R,Nicky Pre,,Cameron Cantrell If you are having issues with your account, I'll advice you DM @rabo_unlock for help,he's tested and trusted 💯,-- ::,,[],,,",1
14,",,acebook.com/,,acebook.com/canna.jones?fref=nf&rc=p&__tn__=R,Canna Jones,,Cameron Cantrell youtube sucks anyway- can't watch an entire video without it asking if your're watching...,-- ::,,[],,,",0
15,",,acebook.com/,,acebook.com/Mark.Simn?fref=nf&rc=p&refid=&__tn__=R,Mark Simon,,sets unobtainable expectations...",N
16,"this week we'll be growing our own food... Do you have any idea how much work + money that requires?,-- ::,,[],,,[{'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/ruslancrscmur?fref=nf&rc=p&__tn__=R', 'commenter_name': 'Лада Яблочкова', 'commenter_meta': None, 'comment_text': 'Mark Simon The truth about life and death in pages: Google Global Truth Project and read The Present.', 'comment_time': datetime.datetime(, , , , , ), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]",1
17,",,acebook.com/,,acebook.com/ruslancrscmur?fref=nf&rc=p&__tn__=R,Лада Яблочкова,,Mark Simon The truth about life and death in pages: Google Global Truth Project and read The Present.,-- ::,,[],,,",0
18,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Ron Spina Content Creator,,Great hacks 👍🏼😉💙,-- ::,,[],,,[]",N
19,",,acebook.com/,,acebook.com/vitoria.souzafarias?fref=nf&rc=p&refid=&__tn__=R,Vitoria Souzza,,",N
20,youtu.be/,N
21,"FURLePnmVs,-- ::,outu.be/FURLePnmVs?fbclid=IwARDNJTLFhZCwdPlohWrNxiVHyLXvShIPrMPkfIMcOUOabgcb_U,[],,,[{'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/mohsinkayani.mohsinkayani.?fref=nf&rc=p&__tn__=R', 'commenter_name': 'Mohsin Kayani', 'commenter_meta': None, 'comment_text': 'Vitoria Souzza come inbox', 'comment_time': datetime.datetime(, , , , , ), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]",N
22,",,acebook.com/,,acebook.com/mohsinkayani.mohsinkayani.?fref=nf&rc=p&__tn__=R,Mohsin Kayani,,Vitoria Souzza come inbox,-- ::,,[],,,",N
23,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,আহমদ আলী,,Great hacks🥰🥰🥰🥰😱😱,-- ::,,[],,,[]",N
24,",,acebook.com/,,acebook.com/bhanu.tribedi?fref=nf&rc=p&refid=&__tn__=R,Bhanu Tribedi,,Bhanu Tribedi,-- ::,edia.tenor.co/images/dedaebfedcadb/tenor.gif?itemid=&fbclid=IwAREKajJ-rYnHLNHrcLYPdWQCJESgRzTPJmCPGURSgVhQ-uQj_rKE,[],,,[]",N
25,",,acebook.com/,,acebook.com/RaDaniel?fref=nf&rc=p&refid=&__tn__=R,Daniel R RaDaniel,,Ok.,-- ::,,[],,,[]",N
26,",,acebook.com/,,acebook.com/analuisa.olivasnoriega.?fref=nf&rc=p&refid=&__tn__=R,Anna Olivas,,",N
27,youtu.be/,N
28,"iHglWbbLcc,-- ::,outu.be/iHglWbbLcc?fbclid=IwARFtWLLpFPLgxNeELPYKQKiQPiHOWSQdpfYdeAHqPVTo,[],,,[{'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/kevinho.maia.?fref=nf&rc=p&__tn__=R', 'commenter_name': 'Tista Lima', 'commenter_meta': 'Top Fan', 'comment_text': 'Anna Olivas nyoutu.be/\npDPKezR_wXE se inscreve no meu', 'comment_time': datetime.datetime(, , , , , ), 'comment_image': 'outu.be/pDPKezR_wXE?fbclid=IwARevYRuDfc_tWeNWOvG_ApNpfEon__luwIOAlRjzVYJDkO_PC', 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}, {'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/aliakshr.rain?fref=nf&rc=p&__tn__=R', 'commenter_name': 'Ali Akshr Rain', 'commenter_meta': None, 'comment_text': 'nyoutube.com/\nchannel/\nUCLTHtqEtja-kb\nTRS-zXA', 'comment_time': datetime.datetime(, , , , , ), 'comment_image': 'outube.com/channel/UCLTHtqEtja-kbTRS-zXA?fbclid=IwARicfsugKNfLjyfPvLJbs_FXplTlnnCISqtSti_ZY-njXuoScc', 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]",0
29,",,acebook.com/,,acebook.com/kevinho.maia.?fref=nf&rc=p&__tn__=R,Tista Lima,Top Fan,Anna Olivas ",N
30,youtu.be/,N
31,"pDPKezR_wXE se inscreve no meu,-- ::,outu.be/pDPKezR_wXE?fbclid=IwARevYRuDfc_tWeNWOvG_ApNpfEon__luwIOAlRjzVYJDkO_PC,[],,,",0
32,",,acebook.com/,,acebook.com/aliakshr.rain?fref=nf&rc=p&__tn__=R,Ali Akshr Rain,,",N
33,youtube.com/,N
34,channel/,N
35,UCLTHtqEtja-kb,N
36,"TRS-zXA,-- ::,outube.com/channel/UCLTHtqEtja-kbTRS-zXA?fbclid=IwARicfsugKNfLjyfPvLJbs_FXplTlnnCISqtSti_ZY-njXuoScc,[],,,",N
37,",,acebook.com/,,acebook.com/mujahid.full.?fref=nf&rc=p&refid=&__tn__=R,Shahnaya Mujahid Khan,,Good 👍 YouTube,-- ::,,[],,,[]",N
38,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,남주찬,,🤗🎶🌈🌞🙏👫☕🍁❤🍂🤧😷🙆🏻‍♂️,-- ::,edia.giphy.com/media/PbEgpNwiIGo/giphy.gif?cid=afcgyjqoukkptgnqguhgtfiyjbskpwg&rid=giphy.gif&fbclid=IwARdCrJSGltdrV-FhhFgFroNtLaFHVWBPRuK-tZyTBOMAgA,[],,,[]",N
39,",,acebook.com/,,acebook.com/tafsalmu.tafsalmu?fref=nf&rc=p&refid=&__tn__=R,Tafs Almu Tafs Almu,,Tafs on,-- ::,,[],,,[]",N
40,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Татьяна Загорулько,,Татьяна Загорулько,-- ::,edia.tenor.co/images/bdbefaccbaf/tenor.gif?itemid=&fbclid=IwARGteyaroPeTkFGBtIxSZwJqIcSVVgELp_uJXDONQAtFxdEVPajlyDQQ,[],,,[]",N
41,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Nawiya Serly,,yes,-- ::,,[],,,[]",N
42,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Kao Saesong,,Kao Saesong,-- ::,content.famm-.fna.fbcdn.net/v/t-/px/___n.png?_nc_cat=&ccb=-&_nc_sid=ac&efg=eyJpIjoidCJ&_nc_eui=AeFqPdiIsUVhswkxBLgeWBjkJFboHfvuOQnYVuhf-dLS_qvvjJaI-dgMcJEUXA_BfZPpQYNNEovVuv&_nc_ohc=FLTLWmtohgAX_cXZ&_nc_zt=&_nc_ht=scontent.famm-.fna&oh=daabdfaefcbad&oe=,[],,,[]",N
43,",,acebook.com/,,acebook.com/mencari.cinta.?fref=nf&rc=p&refid=&__tn__=R,Ervan Repana,,👍,-- ::,,[],,,[]",N
44,",,acebook.com/,,acebook.com/ridhi.bhattacharya?fref=nf&rc=p&refid=&__tn__=R,Riddhi Bhattacharya,,My account is still blocked due to no reason. Kindly fix this. Despite mailing several times and posting it here, you have not even replied once or attended to any of the requests.,-- ::,,[],,,[{'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R', 'commenter_name': 'Nicky Pre', 'commenter_meta': None, 'comment_text': Riddhi Bhattacharya If you are having issues with your account, I'll advice you DM @rabo_unlock for help,he's tested and trusted 💯, 'comment_time': datetime.datetime(, , , , , ), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]",1
45,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R,Nicky Pre,,Riddhi Bhattacharya If you are having issues with your account, I'll advice you DM @rabo_unlock for help,he's tested and trusted 💯,-- ::,,[],,,",1
46,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Tmy Xi,,,-- ::,,[],,,[]",N
47,",,acebook.com/,,acebook.com/jack.loughrey.?fref=nf&rc=p&refid=&__tn__=R,Jack Loughrey,,can someone pls help me when I want to watch YouTube on my Xbox like a fighting scene it says i have to verify my age but i dont know why its saying that because YouTube and Google has my date of birth,-- ::,,[],,,[{'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/angela.osetade?fref=nf&rc=p&__tn__=R', 'commenter_name': 'Angela Osetade', 'commenter_meta': None, 'comment_text': 'Jack Loughrey inbox me for help', 'comment_time': datetime.datetime(, , , , ), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]",1
48,",,acebook.com/,,acebook.com/angela.osetade?fref=nf&rc=p&__tn__=R,Angela Osetade,,Jack Loughrey inbox me for help,-- ::,,[],,,",N
49,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Montreal Davis,,Rocket ship Nicki Minaj true mall street track and field boxing,-- ::,,[],,,[{'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R', 'commenter_name': 'ประดิษฐ์ ตาดเรือง', 'commenter_meta': None, 'comment_text': 'Montreal Davis', 'comment_time': datetime.datetime(, , , , ), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]",1
50,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R,ประดิษฐ์ ตาดเรือง,,Montreal Davis,-- ::,,[],,,",N
51,",,acebook.com/,,acebook.com/Prettybrownn.eyez?fref=nf&rc=p&refid=&__tn__=R,Dee Hughley,,Does anyone know if there's a way to get help from someone at YouTube, not just ask the community???,-- ::,,[],,,[]",1
52,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Montreal Davis,,Rocket ship Nicki Minaj true barn softball,-- ::,,[],,,[]",1
53,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,جمال الچنتل,,أهلا بكم اعرفكم بي نفسي انا اسمي جمال الچنتل",N
54,"مغني راب وممثل مسرحي وموالف كلمات اغاني واسكتشات مسرح ومخرج اسكتشاتي ومحتاج دعم منكم لي قناتي الرجو الرد سريعاً,-- ::,,[],,,[]",N
55,",,acebook.com/,,acebook.com/markfunnycomedies?fref=nf&rc=p&refid=&__tn__=R,Mark funny comedies,,If I can get k watch hour I will be happy,-- ::,,[],,,[{'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R', 'commenter_name': 'ประดิษฐ์ ตาดเรือง', 'commenter_meta': None, 'comment_text': 'Mark funny comedies', 'comment_time': datetime.datetime(, , , , ), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]",1
56,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R,ประดิษฐ์ ตาดเรือง,,Mark funny comedies,-- ::,,[],,,",1
57,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Edward Gutknecht,,Do not push conservative media adds or content on me! If I block a channel just #%%# block it. Don't continue to cause me trauma by putting it on anyway.,-- ::,,[],,,[]",0
58,",,acebook.com/,,acebook.com/william.dickerson.?fref=nf&rc=p&refid=&__tn__=R,William Dickerson,,They'll charge you and not let you watch scheduled programs in certain places.,-- ::,,[],,,[]",1
59,",,acebook.com/,,acebook.com/luis.madrigal?fref=nf&rc=p&refid=&__tn__=R,Luis Madrigal,Top Fan,I love the experience at ,-- ::,,[],,,[]",1
60,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Chahuna Rajpoot,,So very very nice really amazing",1
61,"Thank you for sharing,-- ::,,[],,,[]",1
62,",,acebook.com/,,acebook.com/daboy.dropp?fref=nf&rc=p&refid=&__tn__=R,Daboy Dropp,,",N
63,youtu.be/,N
64,"CCexRecGvnI,-- ::,outu.be/CCexRecGvnI?fbclid=IwARglPWCzwGWZRGDJmeAuUjgKFZqYwllgyBqAiO_efxX-p_pZMG,[],,,[]",N
65,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,เสน แสวงผล,,เสน แสวงผล,-- ::,content.famm-.fna.fbcdn.net/v/t-/px/___n.png?_nc_cat=&ccb=-&_nc_sid=ac&efg=eyJpIjoidCJ&_nc_eui=AeFv-_WQYfMtsu-fSKaVZx_Tfe_QWPJNBY_onRNNoK_QglhiHyRHsGzHJVwTbXTgQit_prNoaEsb&_nc_ohc=vuVZDYpZwAX-UkqRC&_nc_zt=&_nc_ht=scontent.famm-.fna&oh=eeecabccbccb&oe=BB,[],,,[]",N
66,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Kare Emkk,Top Fan,aboriginal,-- ::,,[],,,[]",N
67,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Zakariya Khan,,In my channel is not comed viewers without any copy right videos it is why,-- ::,,[],,,[]",N
68,",,acebook.com/,,acebook.com/ravipatel/?rc=p&refid=&__tn__=%ER,Ravi patel,,😊😊,-- ::,,[],,,[]",N
69,",,acebook.com/,,acebook.com/aleksandr.bible.?fref=nf&rc=p&refid=&__tn__=R,Aleksandr Bible,, love my imdb,-- ::,,[],,,[]",1
70,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,রয়েল বেঙ্গল টাইগার,,👍👍👍,-- ::,,[],,,[]",N
71,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,حبيب منصور,,🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿,-- ::,,[],,,[{'comment_id': '', 'comment_url': 'acebook.com/', 'commenter_id': '', 'commenter_url': 'acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R', 'commenter_name': 'خالد خالد', 'commenter_meta': None, 'comment_text': 'حبيب منصور فرصه عمل عن طريق الانترنت من عمر - سنه. العمل عباره عن نشر اعلانات على شبكات التواصل الاجتماعي .بدون شهادات اوخبرات سابقه بلمجال. العمل ضمن فريق دولي حول العالم  ردا كنت مهتم اترك تفاصيلك بلخاص شكرا🙏 واتس اب +', 'comment_time': datetime.datetime(, , , , , ), 'comment_image': None, 'comment_reactors': [], 'comment_reactions': None, 'comment_reaction_count': None}]",N
72,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&__tn__=R,خالد خالد,,حبيب منصور فرصه عمل عن طريق الانترنت من عمر - سنه. العمل عباره عن نشر اعلانات على شبكات التواصل الاجتماعي .بدون شهادات اوخبرات سابقه بلمجال. العمل ضمن فريق دولي حول العالم  ردا كنت مهتم اترك تفاصيلك بلخاص شكرا🙏 واتس اب +,-- ::,,[],,,",N
73,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Montreal Davis,,Rocket ship Nicki Minaj true fitness rooms base ball,-- ::,,[],,,[]",1
74,",,acebook.com/,,acebook.com/lisgzlra.gzlra?fref=nf&rc=p&refid=&__tn__=R,Gomez De la Cruz,,Gomez De la Cruz,-- ::,content.famm-.fna.fbcdn.net/v/t-/px/___n.png?_nc_cat=&ccb=-&_nc_sid=ac&efg=eyJpIjoidCJ&_nc_eui=AeFoonfVAFWDVwsRUDwv_VPhpJPnjosJzkk_eOiwnPtrcIvpAR-RhZdTZDOWvJGfxnwhlxBucoPmqKCmZZ&_nc_ohc=aVV-wXIiMAXieQz&tn=upOySdBWPhwiye&_nc_zt=&_nc_ht=scontent.famm-.fna&oh=feaabbcfceec&oe=DB,[],,,[]",N
75,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Suhail Ansari,,vs,-- ::,,[],,,[]",N
76,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Montreal Davis,,Rocket ship Nicki Minaj true streets gym boxing,-- ::,,[],,,[]",1
77,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Montreal Davis,,Rocket ship Nicki Minaj true street gym boxing,-- ::,,[],,,[]",1
78,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Montreal Davis,,Rocket ship Nicki Minaj true mall flag football,-- ::,,[],,,[]",1
79,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Montreal Davis,,Rocket ship Nicki Minaj true fitness gym street ball,-- ::,,[],,,[]",1
80,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Montreal Davis,,Rocket ship Nicki Minaj true street gym boxing,-- ::,,[],,,[]",1
81,",,acebook.com/,,acebook.com/drew.trecartin?fref=nf&rc=p&refid=&__tn__=R,Andrew Trecartin,,This D is the stupidest thing I've ever seen,-- ::,,[],,,[]",0
82,",,acebook.com/,,acebook.com/tj.thibeault?fref=nf&rc=p&refid=&__tn__=R,Tj Tebow,,Let's go Brandon!,-- ::,,[],,,[]",N
83,",,acebook.com/,,acebook.com/ap.meena.?fref=nf&rc=p&refid=&__tn__=R,Pagal Lado,,",N
84,youtu.be/,N
85,"iZwyldXoII,-- ::,outu.be/iZwyldXoII?fbclid=IwARGqaI-lZkkrTfHrYxNkYp_MsoABUyncAnmSDnQFBRiFsddeSg,[],,,[]",N
86,",,acebook.com/,,acebook.com/profile.php?id=&fref=nf&rc=p&refid=&__tn__=R,Nawiya Serly,,Nawiya Serly,-- ::,content.famm-.fna.fbcdn.net/v/t-/px/___n.png?_nc_cat=&ccb=-&_nc_sid=ac&efg=eyJpIjoidCJ&_nc_eui=AeGsdylFwXCBsHsFRRTic_gHquruhOJz-AequHuTpUsdOSnIniiewAMScfTgAJWhHRgZvQAqxi&_nc_ohc=jrZT_oOAXaLKJ&_nc_zt=&_nc_ht=scontent.famm-.fna&oh=dacdbaadeefd&oe=AFD,[],,,[]",N
87,",,acebook.com/,,acebook.com/ap.meena.?fref=nf&rc=p&refid=&__tn__=R,Pagal Lado,,",N
88,youtu.be/,N
89,"iZwyldXoII,-- ::,outu.be/iZwyldXoII?fbclid=IwARZHCFechtUhTGfXpnvJiYwB-\-\THh-zLBqeokKXaiPaiNP-qNA,[],,,[]",N
90,",,acebook.com/,,acebook.com/ap.meena.?fref=nf&rc=p&refid=&__tn__=R,Pagal Lado,,",N
91,youtu.be/,N
92,"iZwyldXoII,-- ::,outu.be/iZwyldXoII?fbclid=IwARDOjlfUrEjCFCDLWSXfvBsleyzMrHFDZahGShhscNNTzwo,[],,,[]",N
